Lyrics,wordCount,charCount,avgWordSize,stopwords,numerics,upperCase,lowerCase,song_hotttnesss
Ain't been in Little Rock but two weeks and here I am now Packing up and disappearing into thin air Guys in Little Rock are cute but I can't make my heart take root Cause bad seed won't grow just anywhere I need lots of sunshine I need lots of raindrops I need to breathe the open air I hope to beg your pardon your town just ain't my garden ,71,342,3.885714286,25,0,6,56,0.274073578
"Lead Vocal by Greg  Well, these late night conversations Leave a strange taste, Like french cigarettes. And these coloured drinks that you keep on throwin' at me Just keep on reminding me I came to forget.  So now every night You insist on reminding me Of my lost possibilities And the stains on the wall. Well, I don't mean to complain ",64,337,4.491803279,21,0,2,46,0.405115722
"If you can imagine this... the whole world sharing one big kiss these are thoughts all through my brain that I daydream everyday that I'm alive and well, and right now, I'm alive, I'm feeling... well it's my life to live my way so I'll keep daydreaming away and who knows, maybe someday, it will all come true and I will get my way and we will live as one  I'm caught up in a dream I'm gonna wish for it all No one's gonna tell me how, no way, this is my dream now I'm caught up in what seems simply impossible I ain't gonna change a thing, no way, it's my dream  And what cannot will be done ",123,593,3.925,51,0,3,107,0.684136191
INSTRUMENTAL,1,12,12,0,0,1,0,0.334706549
"No se para que volviste si yo empezaba a olvidar No se si ya lo sabras llore cuando vos te fuiste No se para que volviste, que mal me hace recordar La tarde se apuesto triste ",37,175,3.861111111,2,0,0,32,0.511254835
"Pharoahe monche:  Recognize me nigga look into my eyes See raw visualizations of hate reincarnated In it's most unadulturated form i breeth evil incarnate Only for the purpose to mislead what was once promising seeds Are now destroyed and misplaced with mischievious weeds for greed The purpose inseminate the bitches Eliminate top rappers throw their remains insides of ditches Nigga political snitches abe me which is The very reason i'm able to strike so vicious Yea Take these keys, that for years were not found Allowing all simeons to be freed thats locked down It returns way back to the block Only to cop more smack, rock from cops that act Not in a manner for you to prosper You are ab-so-lete unless You can handle the ball during a full-court press When the weak emotion of love fails to bring hope Kneel to your master nigga, invoke the strongest emotion Known to mankind hate! Awww, you are sadly mistaken if you think my aryan race Can be taken out by the likes of you apes, kikes Conservative nigga loving gooks, spooks, and dykes ",186,1046,4.679347826,70,0,0,160,0.460484845
My formal education Never bothered With my ABC's Teacher student relation Taught me all about The birds and bees  School boy fantasy Lose control Of all my faculties  You know that one thing ,36,191,4.727272727,8,0,0,22,0.621765583
"Ohh All ready to fall, but I don't know Out a while, can't wade too far From this mistake that I made  Rent view, you taken over my view Affecting all that I do And the gift is a take  I tried to figure out about the cloud That I am needing to know more about Stop, lost again, remind the mind And you will find me alone again With the beginning of time  ",78,355,3.756756757,31,0,5,58,0.447135796
I'm talking about my life.  I can't seem to get that through to you.  ,17,70,3.857142857,6,0,1,12,0.784194616
"If it's hate that you speak (Go to hell!) And if you prey upon the weak (Go to hell!) Spreadin' lies and deciets (Go to hell!) Eternal flames, feel the heats (Go to hell!) And if you cannot make amends (Go to hell!) And if you follow every trend (Go to hell!) And if you back stab your friends (Go to hell!) If you ain't down 'til the end (Go to hell!)  The chosen one, the wicked son, they call Hitchcock Talk some shit and I'ma hit you with this quick block Body parts are scattered and sealed up in ziplocks With my steel cats get ill'd up to six blocks You can try to run away but you won't get far They call me Prozak, BITCH!, the knight of Templar I'll open up your brain like the Deathstar And lyrics come to me like ghosts from the graveyard  Since my birth I've been obsessed with the dead ",161,799,4.044303797,59,0,1,126,0.606816327
"I'm twenty-four, I don't own a tie I don't have a job, and I love to get high My hairline's receding, I'm getting a gut I love to jerk off, and I love to read smut  I can't beat you up, I can't run a mile I'm not Calvin Klein, but I gots my own style I smoke a pack a day, on a good day it's two But with all my faults, I'm still cooler than you  ",81,347,3.423076923,28,0,9,61,0.405652196
Waiting... to be born again  Wanting... the saddest kind of pain Waiting for the day when I will crawl away ,22,108,4.35,9,0,1,16,0.82517354
"Pensa na bo Pensa na bo  Es noti n'pensa na bo Di repenti n'fika emosionado N'tenta kontrola nha imoson Menina ben so bo ki ta intende-m  Pensa na bo kuse ki es imoson trazem? Pensa na bo, y pa undi ki e kre lebam? ",47,215,3.840909091,2,0,0,36,0.392008771
You see my anxious heart You see what I am feeling And when I fall apart You are there to hold me How great Your love for me Now I see what You're thinking You say I'm beautiful Your voice is my healing Without You I just can't get by So I'm  Hanging on to every word You speak 'cause it's all that I need Hanging on to every word You say To light up my way Even every little whisper I'm Hanging on as if it were my life I'm hanging on ,95,436,3.677419355,31,0,5,64,0.236420182
I got over it finally got around it I got over it finally got around it I got over it it's in my past at last  Well the day that I first met you I thought you were the sweetest thing But after a while you got so dog gone wild Lord it was a crying shame  I got over it finally got around it I got over it finally got around it I got over it it's in my past at last ,86,364,3.361445783,38,0,8,72,0.47212112
"Ladies up in here tonight No fighting We got the refugees up in here (no fighting) No fighting Shakira, Shakira  I never really knew that she could dance like this She makes a man want to speak Spanish ¿Cómo se llama? (sí), bonita (sí) Mi casa, su casa (Shakira, Shakira)  Oh, baby, when you talk like that You make a woman go mad So be wise (sí) and keep on (sí) Reading the signs of my body  I'm on tonight, you know my hips don't lie And I'm starting to feel it's right All the attraction, the tension Don't you see, baby? This is perfection  Hey, girl, I can see your body moving And it's driving me crazy And I didn't have the slightest idea Until I saw you dancing  And when you walk up on the dance floor Nobody cannot ignore the way you move your body, girl And everything's so unexpected The way you right and left it So you can keep on shaking it  I never really knew that she could dance like this She makes a man want to speak Spanish ¿Cómo se llama? (sí), bonita (sí) ",198,981,4.104712042,61,0,5,152,0.73738531
i know i don't control you i know i don't own you but i still feel a sense of pride 'cause i know what we have is a lie it's a lie and it always used to frighten me now i know it'll always be a part of me it's a lie  i know sometimes we're strangers i know there's still some danger but i still feel a sense of pride 'cause i know what we have is a lie ,82,353,3.4,46,0,0,80,0.519448581
"Red and blue make purple and purple without red is how i feel blue is how i feel running faster chasin' after something that was never there takes gumption is how i feel You wanna know how I feel  Well, I feel like a naked albino and I'm dancin' in the sun You are my number one My one and only one  Two strong arms to wrap around I got 'em ",74,341,3.774647887,25,0,3,61,0
Bring along your fishin' pole and leave your dirty dishes Meet me by the fishin' pole and wear your leather britches Tell your mom and pa every thing's alright We're gonna go fishin' next Saturday night  Lipstick makeup leave behind Makeup takes up too much time You're a little honey and you're quite a dish But Saturday night we're goin' fishin' you fish  Don't forget the frying pan and bring along some manners ,76,415,4.657534247,20,0,0,62,0.494489518
"Johnny loves me He just told me so last night (Johnny loves her) Now each star I see belongs to me And they're all shining twice as bright (Johnny loves her)  Johnny loves me Johnny's heart is really mine (Johnny loves her) Love is everywhere and I could swear The world's a great big valentine  I feel so pretty, I'm all aglow ",65,328,4.258064516,16,0,3,47,0
Don't stay; run away He has ordered assassination Don't stay; run away The henchmen are gathered and waiting Don't stay; run away Your role as usurper is found out Don't stay; run away Tsarina has warned of the danger  It's your own fault That is what we wanted ,50,262,4.4375,14,0,0,38,0.626612803
"My children, attend my words Let them not depart from thy eyes Keep them in the midst of thy heart For they are life unto those that find them and health within all their flesh Put away from thee a forward mouth and greet thine perverse lips  ""I am the only God, worship me""  ",57,276,4.074074074,22,0,1,47,0.543052864
"First off let me say you look so tired Rest your head and shut your eyes Empty ambition blankets the sky I'm thinking 'bout another world  Tonight, you're right, you're right, you're right  So drop the gown the game's over Just push your face into the fight And it breaks my heart Like dancing up all night  Ride so high, we both start thinking 'Bout another world tonight And it feels so wrong ",77,395,4.369863014,26,0,0,61,0.666527846
