SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,Lyrics
5589,SOCSXBH12A58A78109,485654,Mind Control,ARH9GD41187FB37E0F,Stephen Marley / Damian Marley,247.17016,9,0.822,165.886,4,1,The Traffic Jam,2006,0.531580241,"Cho! Stabba dom! (Yeah!!!) stabba labba dom { Hear dat} Stooby labba labba dom ram labba babba labba labba dom, I say(Watch mi lion!!!)Pom, rom pa ba dom ba dom ba ba dom Babba dom ba dabba dom ba dom ba ba dom Pom, rom pa ba dom ba dom ba ba dom Babba dom ba dabba dom ba dom ba ba domThis is raggamuffin from di ghetto yutes camp Anywey mi go mi seh mi must leff mi stamp Marijuana weh mi smoke dem seh too ignorant Just some odda day some puff a whole mekfi one Then mi bredda Juju and mi idren name Don Bounce and listen to Gong when mashin updi traffic jam Police pull mi ova talkin bout him smell bud From mi look inna him face and know this bwoy have a plan Juju touch mi pon my shoulda seh di bwoy a demon First ting him waan to know is where dat smell is comin from Are you smokin marijuana and I said yes Iam True him seh some man trance seh it cost acouple grand Him seh mek mi see di license and registration And where are yuh headed what's yuh occupation Dun know seh raggamuffin nah go answer question As is says on the paper read di information From mi nah go tek nuh switch or interrogation So book mi if yuh book mi carry dung a station Mek mi show dem how we did it inna style and patternPom, rom pa ba dom ba dom ba ba dom Babba dom ba dabba dom ba dom ba ba dom Pom, rom pa ba dom ba dom ba ba dom Babba dom ba dabba dom ba dom ba ba domI'm di judge, di lawyer Juve I'm my own bails man And if yuh check it out dat would be my station Mi seh sekkle Juju royal for yah run England And when mi plane land yuh nah go thru nuh customs This is raggamuffin inna different pattern Mi nuh go inna nuh session unless it conk and ram And from yuh see we face and wanna ask aquestion ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5590,SOYTXMF12AB0179B2C,438662,Starting Now,ARPTC8L119B340323E,Chuck Wicks,222.01424,1,1,99.124,4,0.104,If We Loved,2008,0.630460453,"The prisons are empty, the homeless have houses Nobody's hungry, nobody's poor Nobody's judged by their faith or their color Nobody's wrong in this world without war  We buried our souls, we don't fight anymore  You can't imagine all the mountains we'd move If we loved, if we loved a little harder Yeah, there's no telling all the walls we'd break through If we loved, if we loved a little harder  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5591,SOBIJGQ12A8C131C8F,282795,"bLespoir""""",ARZBYDY1187FB46DD7,Cali,156.55138,4,0.783,127.792,1,0,Resistance,2008,0.503381236,"6 Mai 2007 on est montés à bord de ce grand bateau noir On regardait hagards, ils sont fous, on pleurait de chagrin Alors que des pétards explosaient dans les rues Leur fête insupportable et puis leurs feux de joie Nous partions têtes basses digérer notre nuit,  Vomir notre dégoût  Et déja de partout bien rangés courraient les policiers Leur petit chef debout au balcon de la honte Et le peuple à sa botte Lui remettait les clés, la mémoire est bien courte Notre France est aux fers Tous les Denis Robert n'ont qu'à bien se tenir,  N'ont qu'à bien se tenir  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5592,SOXCEGC12AB018A0BD,581662,How We Divide the Cake,ARGXJRQ1241B9C5FDE,Charlie Khan,208.24771,6,0.417,92.55,4,0.596,"bBeautiful When Youre Green""""",0,0.304169503,
5593,SOMBWDW12A6D4F7248,85226,Romeo,AR1NRA91187FB404C3,Jazzy ,411.68934,4,0.415,156.066,4,0.073,Soorma,2005,0.270775999,Pon – pon (horn) Oye jaande jaanda main jaanda ohnu. Ustaad ji! Ustaad ji! Ustaaad jiii! Oh ustaad ji de lagdeya ustaad ji ustadji kari jaauga ak agge vi kuj bolega Ustaad ji tuhade baare na navesahar de adde te koi gallan karde si Oh kere kere si Paarso meh vi vekhe oh chaar panj Afe dass mainu kaun si Oh appna hardyal firda gurdev major canade nu aane nu Oho sheti das o kere si Ajj maut nu maasi kine akheya Ajj karaan fer phone hajaar kabaddi club aaleya nu staad ji Kar preet singh nu phone yaara Rehnde phoone phaan nu ajj Jatt kalal hi kandya ch gajju ga Oh kar o mera hummer start yaara sarbi. Meri chavi meri chavi Oh chal oy! Vrrrooooooom!!! Yaar velli bann bann toliyan rahan bottalan hummer vich kohliyan mere modhe te bandook paundi boliyan Kala kurta dunaali mode Jatt de Kala kurta haan Kurta dunaali mode Jatt de Gall ch tavitadian ted chaadra Chaadra badaami rang da dekh diyan naaran khad ke Khad ke Sunh lalkara Jatt da vi dil dhadke Sunh lalkara Jatt da vi dil dhadke ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5594,SOMCMRN12AC3DF400A,775673,Talking Monkeys In Space,ARKQN8X1187B99221C,Joe Rogan,179.51302,1,0.521,134.112,3,0.628,Telepathy/Ted Haggard Got Cured of the Gay,2010,0.355285536,
5595,SOEFTHD12A8C13EC47,223368,Leviathan,ARMQHX71187B9890D3,Mastodon,262.89587,2,0.507,145.997,1,0,Megalodon,2004,0.693996934,
5596,SOGZIDZ12AB017F90F,441002,"bRight Now Its Raining""""",AR9UPVA1187FB51260,Brent Lam,250.38322,7,0.887,110,4,0.712,All The Difference In The World,0,0,
5597,SOBMHDZ12A58A79364,314018,Tchamantch\xc3\xa9,ARUW6HS1187FB3F028,Rokia Traor\xc3\xa9,273.08363,7,0.384,109.804,4,0.319,Koronoko,2008,0.66352541,
5598,SOWGAUD12A58A76907,92235,God Dam Dogs,ARHKOPH11F919A768,Coffinberry,146.83383,4,0,152.628,4,0.412,Welcome To Hell,0,0,
5599,SOMMAVY12A8C1327AF,87591,Big Metal Birds,ARDBFT21187B98E524,Janitor Joe,169.22077,7,0.066,160.979,4,0.733,Boyfriend,1993,0.392008771,Gimme Gimme Gimme here right now Said can you heal me Come on to me Come on here right now I never had What I want Never had it all So gimme Gimme Gimme here right now  Turn the tables around I haven't got you alone It's been the talk of the town I haven't got the balls  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5600,SOLGASB12A58A79460,51852,Born Again,ARTJ9GZ1187B9B46DE,Young-Holt Unlimited,266.05669,2,0.368,156.298,4,0,"bWeve Only Just Begun (LP Version)""""",1971,0,
5601,SOVFCKE12A8C141CF4,224149,Terrain vague,ARVEJ9M1187FB4DC44,Les Ogres De Barback,404.45342,2,0.273,131.509,4,0.712,Flamme & co,2004,0.212045405,"Les Ogres de Barback Flamme & co  Je reviendrai s'il faut apprendre L'art de la rue pour se défendre À tous ces enfants au cœur tendre Et qui ne savent pas comprendre  Que la liberté, ça s'effrite, Tout comme la paix s'oublie vite! J'ai pleuré mon pays À feu et à cris, Mes souvenirs maudissent Cette terre que trahissent Les Boum! Ça fait Boum! Dans ma tête en plein été Les enfants n'ont jamais, Jamais fini de s'amuser. Boum! Ça fait Boum! Tombent les têtes en été, Des enfants, des villages Et, des fois, pour amuser Fleurissent les barrières, Glissent les frontières, Meilleur sera le vin Et l'odeur de nos festins. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5602,SOQHIVV12A6D4FB2BE,134156,Lava Ground,ARLFUII1187FB565E5,I Wayne,244.32281,6,0.508,67.606,5,0.877,Grow Proper,2005,0.464923994,
5603,SOGQXFS12A8C138FA1,98008,"bBoys Life""""",ARLI9NJ1187B9911F,Vodka Collins,220.52526,5,0.435,143.095,4,0.612,"bSee You Comin""""",0,0.192247761,
5604,SOBXGEP12AB018E2CA,680579,Recorded as Jerry Landis,AR966X21187B9AC463,Paul Simon,137.40363,9,0.44,133.884,4,0.208,A Different Kind of Love,0,0.301681757,Baby we got a different kind of love Not just a boy-and-girl affair Baby we got a different kind of love We know how much we really care  This love is all right it can't go wrong What we are sharing Is much too deep and much too strong ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5605,SOAXKSW12A8C13E7FA,117464,As Cruel As School Children,ARGMGHN1187B9B4213,Gym Class Heroes,134.922,7,0.278,80.473,3,0.579,Sloppy Love Jingle_ Pt. 3 (Amended Album Version),2006,0,"Sloppy Love Sequence 3 Cameras rollin' Action!  The bomb's been detinated I'm just waiting for an explosion I was at second base and it was time for me to close in on third With blurred vision and, Precisely placed slurred words we started kissin' Man listen it was like a scene bad V movie with a very low budget But fuck it I was drunk and I admit I loved it Every last second I couldn't kill that thought of us butt ass naked Tely surfin with the fan on Chattin about the session and Slowly gettin in to closet skeleton confessions That's when she made an offer I couldn't refuse And chills when up and down my leg like Samoan tattoos She said she had a pad that wasn't too far away ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5606,SOBYHTZ12A8C13363C,148757,The Blind Man Saw It All,ARKVMRR122CC3B110A,The Booth Brothers,244.92363,0,1,130.98,4,0.428,Through The Eyes Of Faith,0,0.215080319,"Is it raining in your soul Are the storm winds strong and cold Walking down an endless road Still you go on. Way down deep inside your heart Has your whole life fell apart Hope is reaching where you are So, don't forget. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5607,SOJMXXW12A6D4F9DB3,272276,"bA Devils Possessions - Demos & Live 1980-1983""""",ARB1CNO1187FB4CE93,45 Grave,163.26485,4,0.258,114.135,1,0.318,Party Time,1989,0.647368817,"Oh, she never had a chance Oh, she was only five years old Pity the poor little darling now Oh, she never had a chance Death came quick For a girl Victim of a homicide Cut and beaten Brutally raped The five year old She Didn't escape Her mom and friends Did her in Cigarette burns On her arms From her mom and her friend ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5608,SOSDZUS12A8C13AE10,160628,B-Boy Stance,ARCF06I1187B995398,K-OS,238.23628,7,0.406,97.98,4,0.766,B-Boy Stance,2004,0.631390365,"Ya. its so hard to remain authentic Everything is round me in changin Even the earth is movin in two different places In the united space, but one thing remains the same till the end of time i think i'll remain...  (chorus) Im a b-boy standin in my b-boy stance  From the top of the highest summit, again we run it. A hundred and forty four shimmering lights stunnin to quick for the human eye to catch a glimpse You know pimps cannot convince with bigger attempts of emcee'in, blowing word to the wind, While we conscend to limit the sins and pretend ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5609,SOOSJQN12AB017E4CF,344464,Lifeboat,ARWBZWU1187B98F7F,Jimmy Herring,359.8624,4,0.297,124.073,4,0.798,Lifeboat Serenade,2008,0.56588951,
5610,SOZOIKO12A8C133726,188828,The 10th Kingdom,ARZEBW31187FB586EA,Anne Dudley,177.44934,5,0.126,172.223,4,0.776,Still Lost in the Forest,2000,0.26885145,
5611,SOSNQCC12AB0185B62,511256,"bDevils Night Out""""",AR2SMD91187B9B0582,Mighty Mighty Bosstones,168.85506,1,0.333,197.213,1,0,Patricia,1989,0.513517029,"I see my girl's been forced to hide a brand new emptiness inside I wish that I could fill the space it's not my place to take the place she's been hurt and she's been lost before this loss has her alone once more even though my girl's alone she stays together strong as stone she stops my rain, she calms my storm miracles she can perform I've seen tough times, she's seen me through and always knew just what to do ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5612,SOEIJKO12AB0181BE2,641820,"bWild Rockin & Boppin (X-Mas Edition)""""",AR5ZY7R1187B996302,The Continentals,164.12689,2,0.656,90.245,3,1,Christmas Time,0,0.239915502,
5613,SORSJPQ12A8C13875A,293769,Another Country,AR0V36F1187FB366B1,The Chieftains;Colin James,218.33098,7,0.061,114.589,4,0,"bC\xc3\xbanla/The Friars Breeches""""",1992,0,
5614,SOYCYFG12A81C22BA1,179771,Pendulum,ARWBN9B1187B988B95,Eberhard Weber,279.06567,1,0.546,99.556,3,0.814,Unfinished Self-Portrait,1993,0.340922756,
5615,SOLIXBU12AB018C389,807812,Lullaby Versions Of The Killers,ARDXGVT124207832C0,Twinkle Twinkle Little Rock Star,238.52363,2,0.625,80.003,4,0,A Dustland Fairytale,0,0,
5616,SOFKWBH12A6D4F584E,38608,Territory,ARCLJQZ11E2835CE37,Alvin Youngblood\xc2\xa0Hart,159.39873,9,0.722,195.223,1,0,Ouachita Run (Album Version),1998,0.375984302,
5617,SOCJQVA12A8C1388DD,249470,Live In Music City,AR2FJV21187B98EBE3,Legacy Five,286.24934,10,0.204,69.169,3,1,The Blood Covers It All (Live),0,0,"Andaiku malaikat, kupotong sayapku dan rasakan perih di dunia bersamamu Perang kan berakhir, cinta kan abadi, di tanah anarki romansa terjadi  Desing peluru tak bertuan, hari-hari yang tak benderang Setiap detik nyawa ini kupertahankan untukmu Alasanku ada di sini, dan parasmu yang kurindukan Di neraka kan kumenangkan, hariku bersamamu  Andaiku malaikat, kupotong sayapku dan rasakan perih di dunia bersamamu Perang kan berakhir, cinta kan abadi, di tanah anarki romansa terjadi  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5618,SOAWDUO12AB0182450,483799,Kaleidoscope,ARBXBQR1187FB56FA5,Bill Douglas,273.97179,5,0.681,192.819,3,0.283,Sapphire,1993,0,
5619,SOJGPVN12A8C136BCF,148624,A Room Full Of Stories,ARDUOSV1187B9894D5,Wes King,233.45587,7,0.704,118.152,4,0.596,Cover To Cover,0,0.265861049,
5620,SOMUJKH12AB01842E2,513770,Hey!,ARQIAEA1187FB4F9F9,Laidback Luke & Diplo,315.92444,7,0.541,126.94,4,1,Hey!,0,0.33888672,
5621,SOAKZHG12A8AE47669,185946,Elementary,ARYJ6RP1187B9B3827,Cindy Morgan,158.27546,2,0.047,112.248,1,0.73,I Love You (LP Version),0,0.261852837,I don't know the words that I should say A symphony of letters set in place I only know That I love you  I don't have a plane that I can fly Spelling out your name up in the sky I only know That I love you  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5622,SOUFLXO12A6701DD54,14562,Harder Than The Best,ARJ2PMY1187FB5B563,Burning Spear,355.18649,11,0.774,125.245,4,0.05,Civilized Reggae,1980,0.425124658,
5623,SOQFVIO12AB018BA75,771282,We Are The Threat,ARPINYO12454A2E4A,Deathstar,229.8771,10,0.467,140.202,4,0.396,Decline Of the Western Civilization,0,0.246423128,"Power to rise above strength, ascend to fall tower the world and in one stroke forgotten build a great federation up to crumble buried alive with the weight of our own doctrine just to watch the poles change the filth prevail over our predecessors cut from the foundation nothing can stand only move towards its destination torn apart all nation to rebuild anything you must destroy from within demagag, to see the truth in your revolution ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5624,SOUNPTA12AB0183132,608786,Slow to Burn (Deluxe),ARZFRQM1187B9A9772,Vanessa Daou,222.04036,8,0.903,144.975,4,1,Evening,1996,0.445454525,Evening slips into my room Echoes in the corridor Street lamps turn a shade of blue Lovers whisper in the dark  Evening when I miss you most of all My heaven in this world A silent raindrop falls To the earth...  Evening knows my every move Your finger running through my hair Crimson lips a crimson kiss In the strange electric air...  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5625,SOXYLNP12A58A77347,371942,Windows Of Heaven,AR1WC0X1187B991056,Jefferson Starship,329.50812,2,0.163,132.611,4,0.638,Let me fly,1999,0.270775999,
5626,SONJBDA12AB0183CFD,535936,Broken Dreams,ARKEFM61187B9A8202,Moon Mullican,157.49179,5,0.65,182.408,4,0,"bWhats The Matter With The Mill""""",0,0,
5627,SOJMLXA12A8C12FB20,282332,Fire Garden,AROY6XW1187B991121,Steve Vai,304.71791,5,0.663,227.161,4,0.645,Brother,1996,0.637311276,"Brother, I'm in need of a friend for I am drowning in disarray And brother, it is on you I depend to pull me out of this misery  Like a hero I've always seen you even though I would never say And through the years the laughter and the tears it's you who were strong in the right and the wrong a tribute to the world that ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5628,SOXMCZC12A8C13402A,286522,Welcome Home / The Okeh Years,AROBQ0B1187FB404F6,Walter Jackson; Arranged & conducted by Riley Hampton,211.25179,8,0.135,43.967,4,0,Moonlight In Vermont,0,0,
5629,SOWVZIQ12A8C1433C9,757775,The Promise Land,AR7KA5V1187FB44E6,The Del McCoury Band,173.97506,7,0.503,140.9,1,0,"bLed By the Masters Hand""""",2006,0,
5630,SOSBLBE12AC3DFB104,776175,Well Done Europe,AROJAG11187B9B71A3,The Chap,213.89016,7,0.744,120.188,4,0.02,Gimme Legs,2010,0.548005621,"Gimme Legs Breathe a word Don't let 'em know Can I please, please bitch? ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5631,SOHOOXT12A67ADA073,41745,Pieces Of The People We Love,AR3Q48J1187FB55278,The Rapture,277.02812,1,0.517,119.813,4,1,The Devil,2006,0.640017319,"You say you're falling in love. I cry from heaven above. This time can only be kept... by those who never have wept. It's strange these things that we're told. Live fast and never grow old. Live fast and die in your shoes the devil, the devil, may choose.  Heeee, liii Heee, liii.  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5632,SOKASNE12A6D4F850,25815,Mississippi-The Album,AREMPZY1187B9B8FF3,David Banner,183.90159,6,0.611,99.487,5,1,Bush,2003,0.392008771,"(David Banner) Mama ain't got no cash, daddy aint got no doe So daddy went to my mama and started pimpin that hoe Man it's hard times, niggas ain't got shit Nothin but billy clubs to they head and they ass kicked Heroin in they vein, cocaine up in they brain Man what you expect, America gave us pain So fuck it, now we thugs,? mean drugs And takin mean mugs, and fill 'em with those slugs I gave up fake gods, and Jesus don't look like us Why y'all think we gon' kill and just don't give a hot fuck Devil that's how you made us,? us up in the pen Man we came out blind, that's why we goin back in ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
